Date,Price,Open,High,Low,Volume,
30-Mar-10,538.97,542.85,547.66,536.42,8.74M,
31-Mar-10,532.08,541.32,542.36,530.62,9.99M,
1-Apr-10,540.9,533.94,544.09,533.44,5.78M,
5-Apr-10,557.66,543.1,559.52,543.1,9.19M,
6-Apr-10,556.33,558.7,561.18,554.84,5.76M,
7-Apr-10,559.55,557.22,569.45,556.28,9.33M,
8-Apr-10,548.08,561.18,562.91,545.58,6.79M,
9-Apr-10,557.07,548.9,560.19,548.9,7.77M,
12-Apr-10,558.38,567.12,567.12,556.05,5.86M,
13-Apr-10,555.19,558.7,561.68,550.43,6.45M,
15-Apr-10,540.23,557.22,562.12,538.42,11.21M,
16-Apr-10,537.03,537.95,542.36,530.55,8.40M,
19-Apr-10,525.91,534.83,534.83,520.57,7.56M,
20-Apr-10,526.61,529.9,534.81,522.22,7.73M,
21-Apr-10,522.1,529.98,531.81,519.15,8.86M,
22-Apr-10,532.82,520.32,541.81,520.1,11.81M,
23-Apr-10,538.99,534.93,542.85,534.93,10.72M,
26-Apr-10,530.6,534.93,543.75,526.76,7.68M,
27-Apr-10,525.64,526.51,528.99,522.55,6.45M,
28-Apr-10,503.85,522.03,522.03,501.25,18.51M,
29-Apr-10,512.67,507.19,515.07,504.79,10.82M,
30-Apr-10,511.95,515.12,518.68,510.16,7.30M,
3-May-10,507.07,508.18,511.45,504.27,5.79M,
4-May-10,505.78,507.29,514.62,501.99,8.01M,
5-May-10,505.53,500.26,506.97,496.94,6.91M,
6-May-10,499.19,505.11,506.85,497.29,11.01M,
7-May-10,511.55,483.42,525.02,483.42,33.26M,
10-May-10,534.63,520.57,535.92,515.12,17.56M,
11-May-10,528.89,539.39,539.39,526.68,12.15M,
12-May-10,536.39,532.97,539.61,527.03,7.06M,
13-May-10,530.87,526.01,541.57,526.01,5.51M,
14-May-10,516.93,528.84,530.47,512.64,8.38M,
17-May-10,503.5,512.49,512.49,499.76,9.51M,
18-May-10,505.51,505.21,511.87,499.17,7.13M,
19-May-10,494.64,503.73,504.1,492.88,12.04M,
20-May-10,495.28,495.8,501.74,492.21,8.57M,
21-May-10,493.1,490.3,495.23,483.47,8.85M,
24-May-10,506.52,504.22,519.55,503.45,11.41M,
25-May-10,488.2,507.69,507.69,486.76,11.65M,
26-May-10,499.29,492.78,500.26,490.85,6.33M,
27-May-10,506.33,500.75,509.02,496.1,12.65M,
28-May-10,513.46,510.14,514.62,502.49,8.09M,
31-May-10,517.89,510.24,519.33,509.55,7.64M,
1-Jun-10,500.53,516.75,517.59,497.34,8.98M,
