Date	Price	Open	High	Low	Volume	Change %
6-Jan-14	168.81	172.19	172.4	168.2	13.91M	-1.84%
7-Jan-14	166.14	169.29	170.2	165.5	17.35M	-1.58%
8-Jan-14	165.72	166.43	167.79	165.1	14.25M	-0.25%
9-Jan-14	163.98	165.3	166.28	163	14.79M	-1.05%
10-Jan-14	160.81	163.96	165.6	160	20.47M	-1.93%
13-Jan-14	164.12	161.01	164.51	161.01	15.56M	2.06%
14-Jan-14	162.75	163.5	164.9	162.34	10.20M	-0.83%
15-Jan-14	164.07	163.2	165.8	163.2	13.62M	0.81%
16-Jan-14	163.62	164.41	165.18	163.25	7.24M	-0.27%
17-Jan-14	162.16	163.46	164.45	161.7	11.21M	-0.89%
20-Jan-14	164.19	162.16	164.59	161.66	9.47M	1.25%
21-Jan-14	165.95	165.39	167.27	164.62	12.35M	1.07%
22-Jan-14	164.69	165.4	165.79	163.53	9.82M	-0.76%
23-Jan-14	165.83	163.9	166.3	163.62	9.24M	0.69%
24-Jan-14	162.12	164.9	166.49	161.8	16.62M	-2.24%
27-Jan-14	159.45	159.79	160.4	158.31	15.69M	-1.65%
28-Jan-14	159.63	160.31	162.8	157.82	18.30M	0.11%
29-Jan-14	157.37	161.3	162.18	157	17.59M	-1.42%
30-Jan-14	151.66	155.5	155.8	151	20.96M	-3.63%
31-Jan-14	152.38	153.05	153.9	151.3	13.17M	0.47%
3-Feb-14	148.84	152.5	152.9	148.5	14.15M	-2.32%
4-Feb-14	151.54	147.4	152.2	146.68	18.00M	1.81%
5-Feb-14	152.17	151.89	152.99	150.11	13.23M	0.42%
6-Feb-14	150.49	152.21	153.79	149.34	16.12M	-1.10%
7-Feb-14	152.76	152	153.47	150.35	18.20M	1.51%
10-Feb-14	151.41	153.03	153.28	150.73	10.49M	-0.88%
11-Feb-14	151.97	151.5	152.75	151.45	7.12M	0.37%
12-Feb-14	153.25	152.71	154	151.81	15.54M	0.84%
13-Feb-14	150.06	153.3	153.58	149.6	13.25M	-2.08%
14-Feb-14	147.51	150.23	151.48	145.51	45.82M	-1.70%
17-Feb-14	147.36	147	148.49	146.32	16.60M	-0.10%
18-Feb-14	150.09	147.7	150.98	147.11	13.98M	1.85%
19-Feb-14	150.81	149.99	151.5	149.8	9.75M	0.48%
20-Feb-14	148.06	149.7	150.1	147.63	10.36M	-1.82%
21-Feb-14	150.21	148.5	150.5	148.5	9.43M	1.45%
24-Feb-14	151.05	150.07	151.74	148.92	10.30M	0.56%
25-Feb-14	150.6	151.7	152.1	149.91	9.45M	-0.30%
26-Feb-14	152.04	151	153.48	150.53	31.77M	0.96%
28-Feb-14	153.32	152.92	153.94	151.8	13.11M	0.84%
3-Mar-14	151.84	153	155.86	151.51	16.18M	-0.97%
4-Mar-14	155.03	151.8	155.49	151.5	17.25M	2.10%
5-Mar-14	157.66	156	158.2	154	25.00M	1.70%
6-Mar-14	157.74	158.35	158.35	156.2	22.60M	0.05%
7-Mar-14	164.97	158.4	166.44	158.23	51.53M	4.58%
10-Mar-14	169.22	164.4	171.1	164	44.18M	2.58%
11-Mar-14	167.48	169	172.21	166.6	25.63M	-1.03%
12-Mar-14	164.51	165.93	167.4	163.75	17.21M	-1.77%
13-Mar-14	165.21	165	169.6	164.29	29.31M	0.43%
14-Mar-14	165.41	163.6	166.88	163.4	17.04M	0.12%
18-Mar-14	170.13	165.5	170.9	165.5	29.19M	2.85%
19-Mar-14	170.88	171	171.95	169.66	17.80M	0.44%
20-Mar-14	167.79	170.6	170.6	167.25	14.05M	-1.81%
21-Mar-14	170.22	169.8	171.18	168.9	16.90M	1.45%
22-Mar-14	170.35	170.34	170.8	169.75	884.11K	0.08%
24-Mar-14	172.56	171.09	173.99	171.09	16.49M	1.30%
25-Mar-14	174.34	173.28	174.77	172.81	16.79M	1.03%
26-Mar-14	176.75	175.41	177.4	174.16	20.28M	1.38%
27-Mar-14	183.7	178	185.38	178	48.59M	3.93%
28-Mar-14	190.19	185.65	191.59	185.65	33.30M	3.53%
31-Mar-14	191.77	191.5	193.88	188.52	25.92M	0.83%
1-Apr-14	189.37	192.8	193.35	186.75	22.27M	-1.25%
2-Apr-14	193.49	192	194	188.78	19.20M	2.18%
3-Apr-14	189.62	193.4	193.8	188.36	20.43M	-2.00%
4-Apr-14	190.28	189.9	191.23	187.01	20.80M	0.35%
7-Apr-14	192.24	190.97	192.57	189.84	22.63M	1.03%
9-Apr-14	198.5	193	199.2	193	26.63M	3.26%
10-Apr-14	202.81	199.5	204	199.02	28.80M	2.17%
11-Apr-14	199.41	201.5	202.97	198.44	20.90M	-1.68%
15-Apr-14	196.41	199.5	200.47	194.76	16.86M	-1.50%
16-Apr-14	195.94	196.6	199.47	195.01	19.38M	-0.24%
17-Apr-14	201.73	196.72	202.2	196.28	21.51M	2.95%
21-Apr-14	207.21	202.2	207.88	202.2	18.87M	2.72%
22-Apr-14	204.85	207.4	207.7	204.02	18.36M	-1.14%
23-Apr-14	206.52	204.5	207.8	204.09	23.27M	0.82%
25-Apr-14	208.53	206	211.16	204.29	22.66M	0.97%
28-Apr-14	210.62	208	211.9	207.15	16.89M	1.00%
29-Apr-14	206.58	211.97	212.49	206	16.51M	-1.92%
30-Apr-14	207.86	207	210.78	205.39	22.11M	0.62%
2-May-14	204.82	209.5	210.48	204.01	15.45M	-1.46%
5-May-14	204.46	205.45	206.99	203.5	13.17M	-0.18%
6-May-14	205.22	205.98	206.38	204.07	9.84M	0.37%
7-May-14	207.58	205.17	208.5	204.4	19.52M	1.15%
8-May-14	209.18	208.65	210.4	207.12	19.36M	0.77%
9-May-14	217.32	208	218.52	208	27.64M	3.89%
12-May-14	224.27	218.8	226.48	218.8	26.44M	3.20%
13-May-14	227.61	228	232.4	226.04	32.76M	1.49%
14-May-14	228.25	228.2	231.59	226.72	28.87M	0.28%
15-May-14	227.93	229	230.3	227.24	21.09M	-0.14%
16-May-14	241.72	235	250.7	230.1	79.65M	6.05%
19-May-14	256.81	244.9	259.48	244.9	36.04M	6.24%
20-May-14	252.66	261.07	261.5	251.04	23.42M	-1.62%
21-May-14	245.93	252.8	253	245.2	23.54M	-2.66%
22-May-14	251.16	247.5	253.8	247.1	20.12M	2.13%
23-May-14	275.35	252	277.7	249.72	89.95M	9.63%
26-May-14	270.19	283.4	283.49	262.9	43.47M	-1.87%
27-May-14	262.94	269.72	270	261.67	21.14M	-2.68%
28-May-14	261.02	263.7	264.59	259.01	22.10M	-0.73%
29-May-14	260.14	260.29	264.26	258	38.18M	-0.34%
30-May-14	254.22	260.3	262	253.1	23.61M	-2.28%
2-Jun-14	264.47	254.9	265.17	252.67	22.34M	4.03%
3-Jun-14	264.52	266.62	268.81	262.13	31.31M	0.02%
4-Jun-14	268.26	262.23	269.37	262.23	19.58M	1.41%
5-Jun-14	269.79	268.45	272.3	267.1	21.51M	0.57%
6-Jun-14	273.98	273.5	275.47	271.54	23.00M	1.55%
9-Jun-14	270.79	275.5	276.15	269.71	16.76M	-1.16%
10-Jun-14	266.58	271.4	271.84	265.11	15.60M	-1.55%
11-Jun-14	269.74	268.3	273.38	266.4	20.88M	1.19%
12-Jun-14	270.13	269.71	271	267.01	17.61M	0.14%
13-Jun-14	260.79	270.8	271	258.6	18.54M	-3.46%
16-Jun-14	258.06	261.09	261.5	254.71	17.38M	-1.05%
17-Jun-14	265.33	256.41	267.24	255.35	22.81M	2.82%
18-Jun-14	264.15	264	268.43	260.67	25.02M	-0.44%
19-Jun-14	260.55	264.7	266.83	259.54	21.45M	-1.36%
20-Jun-14	258.31	260.7	262.38	256.76	15.40M	-0.86%
23-Jun-14	260.02	258.4	262.45	256.7	17.95M	0.66%
24-Jun-14	266.32	260.02	267.38	260.02	17.35M	2.42%
25-Jun-14	269.19	266.4	270.43	264.72	23.12M	1.08%
26-Jun-14	265.25	270	271.75	263.94	17.97M	-1.46%
27-Jun-14	263.89	265.55	266.99	262.8	10.93M	-0.51%
30-Jun-14	268.62	265	270.69	264.56	15.14M	1.79%
1-Jul-14	268.02	269.9	270.9	267.65	9.83M	-0.22%
2-Jul-14	270.23	270	272.9	269.24	16.50M	0.82%
3-Jul-14	269.62	270	272.05	267.73	14.37M	-0.23%
4-Jul-14	269.81	270.1	271.47	266	15.31M	0.07%
7-Jul-14	268.47	269.71	271.38	267.5	13.94M	-0.50%
8-Jul-14	257.52	268.3	269.7	256	17.69M	-4.08%
9-Jul-14	258.23	259	261.49	254.55	18.22M	0.28%
10-Jul-14	254.57	258.31	265.19	250.5	37.39M	-1.42%
11-Jul-14	242.53	253.15	254.37	241.2	22.98M	-4.73%
14-Jul-14	241.1	242	244.09	236.64	16.14M	-0.59%
15-Jul-14	251.76	242.72	252.49	242.72	20.24M	4.42%
16-Jul-14	257.36	253.8	258.64	253.59	21.65M	2.22%
17-Jul-14	260.23	255.7	262.29	253.31	16.17M	1.12%
18-Jul-14	256.25	258.16	258.5	253.76	13.96M	-1.53%
21-Jul-14	252.32	256.1	258.2	251.26	12.81M	-1.53%
22-Jul-14	252.42	252.8	254.9	250.34	10.26M	0.04%
23-Jul-14	254.03	254.2	257.3	251.7	15.63M	0.64%
24-Jul-14	255.71	254.9	257.1	253.01	13.00M	0.66%
25-Jul-14	250.06	254.25	256.7	248.31	13.90M	-2.21%
28-Jul-14	248.97	250.52	253.2	247.5	12.54M	-0.44%
30-Jul-14	246.95	249.1	250.67	243.03	24.26M	-0.81%
31-Jul-14	243.93	245.7	248.2	243.4	18.35M	-1.22%
1-Aug-14	243.72	241.5	248.5	241	20.33M	-0.09%
4-Aug-14	246.14	245.3	246.9	244.09	13.95M	0.99%
5-Aug-14	247.39	247.66	248.4	244.16	17.96M	0.51%
6-Aug-14	242.62	245.5	246.47	242.11	12.93M	-1.93%
7-Aug-14	243.61	241.5	244.9	240.53	15.58M	0.41%
8-Aug-14	241.79	241.2	244.54	239	32.79M	-0.75%
11-Aug-14	241.44	243	244	240.5	12.54M	-0.14%
12-Aug-14	242.91	242	243.89	240.2	12.33M	0.61%
13-Aug-14	236.9	242.5	243.63	235.25	20.92M	-2.47%
14-Aug-14	236.25	238.1	238.35	235.01	15.80M	-0.27%
18-Aug-14	242.12	235.5	242.93	235.4	16.56M	2.48%
19-Aug-14	244.22	243.42	246.2	242.94	15.95M	0.87%
20-Aug-14	241.47	244.5	244.83	240.85	16.07M	-1.13%
21-Aug-14	246.75	241.4	247.69	241.01	27.96M	2.19%
22-Aug-14	252.47	247.97	254.9	247.97	26.47M	2.32%
25-Aug-14	250.62	253	257.74	249.17	26.78M	-0.73%
26-Aug-14	249.6	249.99	250.9	246.53	14.31M	-0.41%
27-Aug-14	250.5	251	253.53	247.4	14.20M	0.36%
28-Aug-14	246.07	251.2	252.38	245.3	14.70M	-1.77%
1-Sep-14	250.44	247.7	251.69	247.29	15.19M	1.78%
2-Sep-14	252.2	251.72	253.4	250.4	16.51M	0.70%
3-Sep-14	250.5	252.28	252.93	249.34	15.72M	-0.67%
4-Sep-14	248.62	250.6	250.9	247.6	12.43M	-0.75%
5-Sep-14	251.57	249.1	253	248.61	16.91M	1.19%
8-Sep-14	256.59	253.72	257.2	252.79	17.88M	2.00%
9-Sep-14	256.74	256.7	258.99	255.2	12.98M	0.06%
10-Sep-14	255	254.9	256.29	252.56	16.29M	-0.68%
11-Sep-14	260.31	256.32	260.89	256.32	15.98M	2.08%
12-Sep-14	263.04	260.5	264.1	258.75	16.37M	1.05%
15-Sep-14	262.32	261.38	264.39	259.45	17.44M	-0.27%
16-Sep-14	256.31	262.9	264.4	255	15.69M	-2.29%
17-Sep-14	256.24	258.34	258.81	253.69	13.04M	-0.03%
18-Sep-14	262.04	255.4	262.8	254.4	20.12M	2.26%
19-Sep-14	256.8	262.6	263.19	255.5	15.56M	-2.00%
22-Sep-14	260.15	255.1	262.5	254.23	14.35M	1.30%
23-Sep-14	255.62	260.99	262.47	254.91	19.38M	-1.74%
24-Sep-14	248.63	255.03	257.32	245.57	23.11M	-2.73%
25-Sep-14	237.77	249.5	249.99	236.23	28.37M	-4.37%
26-Sep-14	244.53	235.99	246.01	235	28.12M	2.84%
29-Sep-14	244.97	245.1	247.8	242.6	13.85M	0.18%
30-Sep-14	244.57	243.6	247.6	242.03	18.63M	-0.16%
1-Oct-14	242.34	244.5	245.4	241.22	10.54M	-0.91%
7-Oct-14	236.64	240.47	242.34	235.94	13.00M	-2.35%
8-Oct-14	241.12	234.6	241.98	234.6	13.59M	1.89%
9-Oct-14	247.96	242.6	249.85	242.6	17.28M	2.84%
10-Oct-14	245.12	245.48	249.32	243.31	12.53M	-1.15%
13-Oct-14	248.54	243.7	249.44	243.12	13.93M	1.40%
14-Oct-14	252.35	250.46	254.4	249.24	17.32M	1.53%
16-Oct-14	246.64	250.03	255.48	245.24	19.07M	-2.26%
17-Oct-14	252.19	248.8	253.5	247.51	14.63M	2.25%
20-Oct-14	256.94	257.7	259.38	255.28	18.82M	1.88%
21-Oct-14	258.42	258	260.7	256.96	15.02M	0.58%
22-Oct-14	257.52	260.9	261.36	256.51	14.51M	-0.35%
23-Oct-14	257.86	259.14	259.37	257.4	2.38M	0.13%
27-Oct-14	259.78	259.2	261.99	258.1	13.43M	0.74%
28-Oct-14	265.68	260.8	266.43	260.6	22.96M	2.27%
29-Oct-14	264.38	267.7	267.9	263.1	17.37M	-0.49%
30-Oct-14	263.8	264.99	265.31	262.2	15.54M	-0.22%
31-Oct-14	270.28	265.2	270.98	264.6	20.77M	2.46%
3-Nov-14	272.35	270.6	274.35	269.43	17.78M	0.77%
5-Nov-14	278.19	273.3	279.98	272.4	26.61M	2.14%
7-Nov-14	274.25	277.5	278.1	273	18.16M	-1.42%
10-Nov-14	273.95	275.9	276.9	273.3	12.07M	-0.11%
11-Nov-14	274.04	274.79	276.25	270.5	17.41M	0.03%
12-Nov-14	274.61	275.3	277.15	273.56	16.23M	0.21%
13-Nov-14	271.93	275.61	276.23	269.5	16.86M	-0.98%
14-Nov-14	278.79	273	280.69	272	50.85M	2.52%
17-Nov-14	294.06	279.4	295.13	279.22	49.16M	5.48%
18-Nov-14	294.57	295.69	297.9	292.41	32.90M	0.17%
19-Nov-14	291.05	294.9	296.8	290.36	20.74M	-1.19%
20-Nov-14	297.1	294.75	298.75	291.25	18.10M	2.08%
21-Nov-14	305.5	299.9	307	297.25	21.01M	2.83%
24-Nov-14	308.85	307.8	309.85	306.05	18.63M	1.10%
25-Nov-14	304.45	309.9	309.95	301	26.78M	-1.42%
26-Nov-14	306.25	304.9	308.75	303.6	11.13M	0.59%
27-Nov-14	305.85	307	308.5	303.85	15.38M	-0.13%
28-Nov-14	321.4	308.4	322.5	308	27.76M	5.08%
1-Dec-14	319.6	322.8	326.95	317.6	18.45M	-0.56%
2-Dec-14	318.7	318.9	322.8	311.55	23.78M	-0.28%
3-Dec-14	317.95	319.65	322.9	316.35	13.70M	-0.24%
4-Dec-14	320.3	319.85	321	314.05	13.81M	0.74%
5-Dec-14	317.55	320	321.3	316	11.39M	-0.86%
8-Dec-14	312.9	318.6	318.6	312.3	9.81M	-1.46%
9-Dec-14	306.55	312.7	314.4	305.5	14.93M	-2.03%
10-Dec-14	315.95	303.5	317.2	303.3	15.38M	3.07%
11-Dec-14	314.05	313.6	318.55	310.45	13.15M	-0.60%
12-Dec-14	311.35	313.65	316.9	309	11.73M	-0.86%
15-Dec-14	310.55	308.3	316	307.55	15.12M	-0.26%
16-Dec-14	295.6	308.1	311	293	20.95M	-4.81%
17-Dec-14	301.75	294.4	306.4	287	28.29M	2.08%
18-Dec-14	307.1	310.8	312.6	304.5	18.92M	1.77%
19-Dec-14	304.15	311.55	312	303.5	14.13M	-0.96%
22-Dec-14	307.7	306.3	308.65	303.35	11.57M	1.17%
23-Dec-14	307.2	307.6	312.5	306.25	12.84M	-0.16%
24-Dec-14	305.75	306	309.95	305	14.87M	-0.47%
26-Dec-14	307.65	306.85	309.8	306.05	7.37M	0.62%
29-Dec-14	307.55	309.5	310.2	307	7.70M	-0.03%
30-Dec-14	309.75	308.2	310.75	306	8.11M	0.72%
31-Dec-14	311.85	310.05	312.95	310	6.31M	0.68%
1-Jan-15	314	312.45	315	310.7	6.14M	0.69%
2-Jan-15	315.25	314.35	318.3	314.35	9.94M	0.40%
5-Jan-15	312.75	316.25	316.8	312.1	9.14M	-0.79%
6-Jan-15	299.9	310	311.1	298.7	15.33M	-4.11%
7-Jan-15	300.15	300	302.55	295.15	15.05M	0.08%
8-Jan-15	304.85	305	306.5	302.35	8.94M	1.57%
9-Jan-15	303.2	306.7	307.85	302	11.95M	-0.54%
12-Jan-15	307.1	304.15	307.8	301.1	8.54M	1.29%
13-Jan-15	305.1	308.15	310.75	304.15	9.48M	-0.65%
14-Jan-15	304.7	304	307	302.25	8.86M	-0.13%
15-Jan-15	320.3	319.9	323.7	314	30.73M	5.12%
16-Jan-15	315.45	320	320.3	313.1	21.60M	-1.51%
19-Jan-15	313.15	316.55	317.95	312.5	9.98M	-0.73%
20-Jan-15	318.15	314	319.8	314	13.10M	1.60%
21-Jan-15	326.2	319.9	327.6	319	22.62M	2.53%
22-Jan-15	324.65	326.9	327.6	321.8	12.23M	-0.48%
23-Jan-15	327.45	328.25	332.55	324.65	17.13M	0.86%
27-Jan-15	330.05	329.4	332.15	322.6	13.73M	0.79%
28-Jan-15	334.6	330.4	336	328.2	19.43M	1.38%
29-Jan-15	327	332.8	333.6	325.1	14.91M	-2.27%
30-Jan-15	308.95	328.7	330.5	307	30.25M	-5.52%
2-Feb-15	307.5	309.5	311.9	305.1	17.64M	-0.47%
3-Feb-15	300.3	312	312	299.05	23.74M	-2.34%
4-Feb-15	293.05	302.7	302.95	291.9	21.48M	-2.41%
5-Feb-15	290.8	293.15	297.8	289.2	15.72M	-0.77%
6-Feb-15	290.3	291	294.85	285.7	15.99M	-0.17%
9-Feb-15	279.5	289.5	292.8	278	17.09M	-3.72%
10-Feb-15	287.3	277.5	290.8	275.7	22.59M	2.79%
11-Feb-15	285.95	290.8	293.5	283.7	17.37M	-0.47%
12-Feb-15	284.3	288.9	289	278.3	20.96M	-0.58%
13-Feb-15	306.95	288	307.95	285.35	70.54M	7.97%
16-Feb-15	306.7	310.6	313.15	304.7	21.37M	-0.08%
18-Feb-15	305.7	306.8	307.9	302	13.47M	-0.33%
19-Feb-15	302.35	306.1	307.3	296.8	17.76M	-1.10%
20-Feb-15	302.3	301.9	306.5	297.05	15.79M	-0.02%
23-Feb-15	296.55	303.2	304.6	294.4	12.44M	-1.90%
24-Feb-15	296.25	296.9	299	292.1	15.05M	-0.10%
25-Feb-15	295.55	299	300.65	295	12.85M	-0.24%
26-Feb-15	289.4	297	297	288.05	18.71M	-2.08%
27-Feb-15	299.9	291.25	301	290.1	18.32M	3.63%
28-Feb-15	301.65	304.95	306.4	295.1	25.01M	0.58%
2-Mar-15	302	305.9	305.9	296.7	15.09M	0.12%
3-Mar-15	302.6	303.5	305.4	299.7	14.39M	0.20%
4-Mar-15	293.85	314	315	292	38.67M	-2.89%
5-Mar-15	293.8	294.75	296.25	289.75	16.80M	-0.02%
9-Mar-15	290.65	292	294	288.7	13.20M	-1.07%
10-Mar-15	287.6	290.75	293.25	285.1	14.06M	-1.05%
11-Mar-15	285.15	288.55	290.9	283.75	16.33M	-0.85%
12-Mar-15	286.85	288.15	289.45	286.1	9.97M	0.60%
13-Mar-15	280.75	290	291.05	280	13.41M	-2.13%
16-Mar-15	281.65	281.5	283.85	280	15.13M	0.32%
17-Mar-15	283.1	283.9	284	279.5	11.35M	0.51%
18-Mar-15	287.3	284.1	288.45	282	12.39M	1.48%
19-Mar-15	281.6	290	290.3	280.6	11.05M	-1.98%
20-Mar-15	278.25	281.8	282.4	276.8	11.48M	-1.19%
23-Mar-15	274.75	279.4	280	273.55	13.06M	-1.26%
24-Mar-15	270.55	273.8	276.4	269	17.59M	-1.53%
25-Mar-15	265.4	271.9	272.1	265	15.82M	-1.90%
26-Mar-15	256.65	264.5	265.9	255.2	22.25M	-3.30%
27-Mar-15	263.6	259.85	264.95	256	19.42M	2.71%
30-Mar-15	267.9	265.1	269.35	263.15	12.30M	1.63%
31-Mar-15	267.05	268.9	271.35	266	19.48M	-0.32%
1-Apr-15	273.45	266.65	274.65	263.15	12.38M	2.40%
6-Apr-15	274.65	275.45	275.75	271.2	12.93M	0.44%
7-Apr-15	272.05	275.3	276.35	270.3	12.93M	-0.95%
8-Apr-15	273.9	271.9	277.35	271.85	9.91M	0.68%
9-Apr-15	280.85	275	281.8	272.5	13.47M	2.54%
10-Apr-15	285.75	281	287.35	280.05	16.88M	1.74%
13-Apr-15	286.3	287.8	288.5	283.35	11.99M	0.19%
15-Apr-15	290	287.4	294.45	285.95	17.29M	1.29%
16-Apr-15	292.4	290.25	294.25	286.5	15.04M	0.83%
17-Apr-15	291.75	291	294.9	289.2	16.82M	-0.22%
20-Apr-15	287.65	291	293.35	284.85	13.79M	-1.41%
21-Apr-15	289.2	287.4	292	281.75	15.49M	0.54%
22-Apr-15	283.85	290.55	293.25	275.4	17.74M	-1.85%
23-Apr-15	277.65	285	287.4	276.25	13.87M	-2.18%
24-Apr-15	275.55	278.35	279.6	274.35	10.05M	-0.76%
27-Apr-15	267.05	276.55	276.55	266.1	12.39M	-3.08%
28-Apr-15	272.5	267	273.5	265.15	12.69M	2.04%
29-Apr-15	271.9	272.25	273.4	269.55	8.22M	-0.22%
30-Apr-15	269.75	270.1	273.45	266.7	21.64M	-0.79%
4-May-15	277.15	274	278	271.65	8.01M	2.74%
5-May-15	272.05	277	277	271.35	7.10M	-1.84%
6-May-15	265.4	271.45	273.6	263.25	16.34M	-2.44%
7-May-15	260.95	264	267.25	259.65	15.96M	-1.68%
8-May-15	261.95	264	268	260.3	14.04M	0.38%
11-May-15	276.05	263.4	277.2	262.6	17.20M	5.38%
12-May-15	267.4	275.3	275.4	266.35	12.79M	-3.13%
13-May-15	274.3	269.9	275	268.05	9.25M	2.58%
14-May-15	280.95	274	281.9	272.95	13.10M	2.42%
15-May-15	287.45	282	288.35	282	18.25M	2.31%
18-May-15	289.75	289.9	290	285.4	13.27M	0.80%
19-May-15	288.45	289.2	291.35	286.2	14.54M	-0.45%
20-May-15	292.6	289.5	294.8	289.25	11.81M	1.44%
21-May-15	290.25	294	294.75	288.45	12.12M	-0.80%
22-May-15	282.45	293	305	280.75	69.49M	-2.69%
25-May-15	277.65	280.2	284.3	276.15	20.36M	-1.70%
26-May-15	277.15	279	280.8	276	9.68M	-0.18%
27-May-15	280.75	277	281.6	274.2	12.18M	1.30%
28-May-15	277.6	279.8	279.8	276.1	13.02M	-1.12%
29-May-15	278.15	278.65	281.65	277.1	14.81M	0.20%
1-Jun-15	278.2	278.65	282	277.55	11.57M	0.02%
2-Jun-15	266.25	278.8	279.45	265.35	21.65M	-4.30%
3-Jun-15	257.4	267	267.3	255.05	25.97M	-3.32%
4-Jun-15	257.6	259.9	261.4	253.75	20.21M	0.08%
5-Jun-15	257.8	257	262	255.6	13.54M	0.08%
8-Jun-15	254.95	258.75	258.75	252.55	17.38M	-1.11%
9-Jun-15	257.6	255	258.3	254	15.28M	1.04%
10-Jun-15	260.6	259	262.55	258.5	10.91M	1.16%
11-Jun-15	254	262.25	262.95	252.65	20.86M	-2.53%
12-Jun-15	253.95	254.05	255.5	251.8	11.44M	-0.02%
15-Jun-15	250.25	255	255.6	248.85	13.55M	-1.46%
16-Jun-15	254.6	250.25	255.75	249	9.90M	1.74%
17-Jun-15	255.1	256	256.9	253.5	11.24M	0.20%
18-Jun-15	258.1	256.45	260.7	255.2	11.60M	1.18%
19-Jun-15	260.15	259.9	263.1	258.15	12.22M	0.79%
22-Jun-15	266	260.9	267.4	260.8	11.05M	2.25%
23-Jun-15	267.75	269.4	271.2	266.25	16.18M	0.66%
24-Jun-15	262.35	267.7	267.9	260.5	8.36M	-2.02%
25-Jun-15	264.8	261.25	266	259.05	16.51M	0.93%
26-Jun-15	265.2	264.1	266.9	261.05	14.59M	0.15%
29-Jun-15	259.65	258.75	260.8	255	15.04M	-2.09%
30-Jun-15	262.75	259.25	263.35	257.6	14.18M	1.19%
1-Jul-15	267.75	263.1	269.5	262.55	12.07M	1.90%
2-Jul-15	267.85	267.9	271.25	266.1	8.74M	0.04%
3-Jul-15	269.4	267.35	270	266.8	7.24M	0.58%
6-Jul-15	270.8	263.2	271.5	262	9.46M	0.52%
7-Jul-15	272.9	270.4	274.65	270	12.52M	0.78%
8-Jul-15	267.35	269.9	271	265.6	12.67M	-2.03%
9-Jul-15	267.75	267	271.3	267	6.47M	0.15%
10-Jul-15	270.55	270.25	271	266.25	8.79M	1.05%
13-Jul-15	273.7	272	274.35	267.9	8.42M	1.16%
14-Jul-15	268.2	273.6	273.6	267.15	10.34M	-2.01%
15-Jul-15	268.05	268.75	271.7	267.15	7.48M	-0.06%
16-Jul-15	272.2	269.75	272.75	268.1	8.35M	1.55%
17-Jul-15	271.1	272.4	274	270.5	5.57M	-0.40%
20-Jul-15	267.45	272	272	266.15	6.42M	-1.35%
21-Jul-15	264.3	267	269.8	263.5	5.64M	-1.18%
22-Jul-15	268.55	263.7	269.4	261.9	11.32M	1.61%
23-Jul-15	270.05	268.5	272	267.25	6.38M	0.56%
24-Jul-15	263.25	268.7	270.35	262.1	7.80M	-2.52%
27-Jul-15	258.45	263.2	263.4	258.05	6.79M	-1.82%
28-Jul-15	259.2	260.25	263.9	258.35	10.79M	0.29%
29-Jul-15	253.6	260	260.7	252.3	10.00M	-2.16%
30-Jul-15	256.8	253.6	259.5	253.6	10.54M	1.26%
31-Jul-15	270.05	258	273.75	257.55	20.53M	5.16%
3-Aug-15	281.05	270	283	269.9	21.90M	4.07%
4-Aug-15	288.6	282.5	289.95	276.4	28.86M	2.69%
5-Aug-15	285.4	289.1	291.8	284.25	10.17M	-1.11%
6-Aug-15	289.05	285.6	290.8	282	15.37M	1.28%
7-Aug-15	281.3	288.5	288.5	280.2	13.85M	-2.68%
10-Aug-15	282.75	282.05	286	280.1	14.69M	0.52%
11-Aug-15	268.8	285.8	289.45	267.5	39.23M	-4.93%
12-Aug-15	256.35	267.45	267.45	255.05	29.72M	-4.63%
13-Aug-15	259.3	259.75	262.85	258.15	16.36M	1.15%
14-Aug-15	268.5	261.9	269.4	259.25	14.85M	3.55%
17-Aug-15	279.75	272	281.9	270.8	27.50M	4.19%
18-Aug-15	284.8	280.8	288	275.55	27.73M	1.81%
19-Aug-15	278	283.9	285.95	275.55	15.45M	-2.39%
20-Aug-15	270.55	277.65	281.65	268	14.58M	-2.68%
21-Aug-15	267.5	261.5	268.9	256.2	19.03M	-1.13%
24-Aug-15	245.4	254.7	257.7	242.4	29.56M	-8.26%
25-Aug-15	253.35	250	254.8	240	23.49M	3.24%
26-Aug-15	245.7	252.5	253.3	245	16.33M	-3.02%
27-Aug-15	249.45	251.15	252	248.1	21.08M	1.53%
28-Aug-15	248.95	254.5	255.9	247.45	16.64M	-0.20%
31-Aug-15	247.35	249	251.35	245	21.65M	-0.64%
1-Sep-15	239.1	244.85	244.85	237.7	19.69M	-3.34%
2-Sep-15	230.55	242.65	243	230.1	23.66M	-3.58%
3-Sep-15	232.25	232.65	235.4	231	14.68M	0.74%
4-Sep-15	225.15	231.9	231.9	224	20.47M	-3.06%
7-Sep-15	221.1	227.1	227.5	220.15	15.42M	-1.80%
8-Sep-15	228.35	223	230.25	221.15	16.19M	3.28%
9-Sep-15	231.65	233.95	234.5	229.1	18.24M	1.45%
10-Sep-15	227.45	227.35	229.8	224.1	14.20M	-1.81%
11-Sep-15	230.1	230.9	233.3	228	13.65M	1.17%
14-Sep-15	235.25	231.55	236	230	10.67M	2.24%
15-Sep-15	234	235.2	238.45	232.65	13.19M	-0.53%
